text,actual_label,predicted_label,model
"A delightful little thriller opens with Trevor Howard in his Jag convertible and ends on a dockside in Liverpool. It's all thrills and spills as the ex-spy has to restart his career just as he's getting some serious R & R cataloguing butterflies (how British is that?).<br /><br />Trevor Howard and Jean Simmons frolic from London to Newcastle-upon-Tyne to Liverpool (via Ullswater) - he's just been thrown out of MI5 or something, and she, you guessed it, is on the run, wrongly accused of murder. There's seedy docks, rolling Lake District hills, sheep, country pubs, coppers getting lost, waterfalls, a bunch of amateur cyclists, rooftop chases, and lots of Chinamen (don't ask), and it's all very Hitchcocky and Hannayesque...<br /><br />..and a smashing example of British Noir...",positive,negative,Logistic Regression
"Mighty Like A Moose is one of many short films Director Leo McCarey did starring Charley Chase. What a dandy it is! Charlie and his wife both undergo plastic surgery to improve their hideous appearances unbeknown-est to each other. They then meet at a party and become smitten with each other. Now they can't allow each other to find out they're cheating. That's the preposterous premise of this frantic farce. Vivien Oakland, one of the few comic short leads to have a flourishing career long after the silents, is perfect as Charley's long of nose wife. Charley has an awful case of buck teeth, which are quickly dispatched at the dentist's. After a party is raided by police for no other reason then to practice raids, Charley and his wife frantically try avoiding each other at home for fear the alterations in appearances become known. Both have been photographed with their new features at the party. The hilarity back home culminates in Charley trying to teach the no-good-nick cheating with his wife a lesson. The no-good-nick of course is the new Charley, which his wife comes to realize long before Charley teaches a lesson in faithfulness. This is one of Charley Chase's better efforts. *** of 4 stars.",positive,negative,Logistic Regression
"I finally watched these episodes in 2008 and I had to continually go back and verify when they were actually produced. They are absolutely scary in that they made spot on fun of what would be the future. Either Parker and Stone lived in Texas and witnessed the idiocy of Gov Bush or they are those weird, eerie people that pay attention to things. Boo, scary! Bush's frat bros invading the White House dressed as Arabs wielding rifles? Bush 'accidentally' executing someone? (No, wait. He did sort of do that as gov.) This may have seemed a failure as a sitcom at the time, but must now be considered as brilliant, if spooky, prescience.",positive,negative,Logistic Regression
"Hundstage is an intentionally ugly and unnerving study of life in a particularly dreary suburb of Vienna. It comes from former documentary director Ulrich Seidl who adopts a very documentary-like approach to the material. However, the film veers away from normal types and presents us with characters that are best described as ""extremes""  some are extremely lonely; some extremely violent; some extremely weird; some extremely devious; some extremely frustrated and misunderstood; and so on. The film combines several near plot less episodes which intertwine from time to time, each following the characters over a couple of days during a sweltering Viennese summer. Very few viewers will come away from the film feeling entertained  the intention is to point up the many things that are wrong with people, the many ills that plague our society in general. It is a thought-provoking film and its conclusions are pretty damning on the whole.<br /><br />A fussy old widower fantasises about his elderly cleaning lady and wants her to perform a striptease for him while wearing his deceased wife's clothes. A nightclub dancer contends with the perpetually jealous and violent behaviour of her boy-racer boyfriend. A couple grieving over their dead daughter can no longer communicate with each other and seek solace by having sex with other people. An abusive man mistreats his woman but she forgives him time and again. A security salesman desperately tries to find the culprit behind some vandalism on a work site but ends up picking on an innocent scapegoat. And a mentally ill woman keeps hitching rides with strangers and insulting them until they throw her out of the car! The lives of these disparate characters converge over several days during an intense summer heat wave.<br /><br />The despair in the film is palpable. Many scenes are characterised by long, awkward silences that are twice as effective as a whole passage of dialogue might be. Then there are other scenes during which the dialogue and on-screen events leave you reeling. In particular, a scene during which the security salesman leaves the female hitch-hiker to the mercy of a vengeful guy - to be beaten, raped and humiliated (thankfully all off-screen) for some vandalism she didn't even do - arouses a sour, almost angry taste. In another scene a man has a lit candle wedged in his rear-end and is forced to sing the national anthem at gunpoint, all as part of his punishment for being nasty to his wife. While we might want to cheer that this thug is receiving his come-uppance, we are simultaneously left appalled and unnerved by the nature of his punishment. Indeed, such stark contrasts could act as a summary of the whole film - every moment of light-heartedness is counter-balanced with a moment of coldness. Every shred of hope is countered with a sense of despair. For every character you could like or feel sympathy for, there is another that encourages nothing but anger and hate. We might want to turn away from Hundstage, to dismiss it as an exercise in misery, but it also points up some uncomfortable truths and for that it should be applauded.",positive,negative,Logistic Regression
"A truly disturbed, cannibalistic psychopath, John(Gary Kent, under the pseudonym Michael Brody) who lives in a cave, stalks campers who make the unfortunate mistake of backpacking in his wilderness. Steve(Dean Russell)and his buddy Charlie(John Batis)get into a playful argument with their wives, Sharon(Tomi Barrett, the late real-life wife of Gary Kent))& Teddi(Ann Wilkinson)over surviving in the woods camping by themselves. To prove a point, the gals decide to head for the wilderness out of Los Angeles for a camping trip disturbing their partners to the point that they soon follow afterward. Falling prey to John, Teddi is soon killed as Sharon runs for her life as the men arrive late to the wilderness due to their truck's overheating. Afraid, tired, and paranoid, Sharon receives some very unusual assistance..John's ghost children! That's right, John's children remain in the wilderness, ghostly apparitions which spy on those who exist in the woods, taking a special liking to Sharon, helping guide her to safety and her friends. Meanwhile, Steve and Charlie soon find shelter from a down pour and the darkness of night in the very cave where John lives. Cooking over a burning fire, the meat simmering is actually from Charlie's wife, Teddi! Unknowingly Charlie eats from the meat when offered by John who finds the outsiders inside his dwelling place! Anyway, soon, worried about their wives, Steve and Charlie set out to find them as morning breaks. Meanwhile, John goes a hunting, with Charlie, Steve, and Sharon in a fight for survival. When Steve suffers a compound fracture stumbling between two massive rocks over a flowing river, he will be handicapped only increasing such an already nightmare scenario, with Sharon following her ghostly young friends to potential safety..they even, at one point, plead with their father to not kill her. Charlie, unfortunately, doesn't have such friends.<br /><br />Director Donald Jones(..who also wrote it and went broke funding the film)smartly shoots the film in such a breathtaking, gorgeous location in the Sequoia National Park, in California, where those gargantuan trees tower to great heights, and I basically watch backwoods slashers for this very purpose. For some strange reason, I didn't particularly find Jones' direction of the setting very atmospheric..the dread was missing, although there are some rather disturbing attacks by John using his knife(..shot in a clever way, Jones' camera suggests more than what is actually on screen, yet, somehow, still achieves that gasp at what John is doing to victims). Within such a picturesque landscape, to see innocents preyed upon by a maniac, that kind of increases the terror. City folk attempting to spend a nice few days in a different place, to smell the clean, fresh air, enjoy the sights of a lovely view, only to find themselves stalked by a creepy predator with a very intimidating knife. Providing the back-story to why John is the monster he is, Jones allows us to witness his memory flashback in discovering his wife's adultery and reacting accordingly(..she is also a ghost in the wilderness looking for her children, wishing to punish them for ""being naughty"")killing both her and the lover in bed(..a refrigerator repairman). The children, sad and depressed committed suicide and now ""haunt"" the wilderness, still interacting with their pa or whoever they so choose. I realize such a novelty as ghost children in a backwoods slasher is unique and appreciated by some, but I found the idea rather hokey and too silly to take serious. They do help our heroine escape a few potentially dangerous situations, but it was awfully hard for me to keep from giggling uncontrollably. The music I found hideously 80's and the performances aren't mind-blowing. I mean I could react to the situation they were in, because it is indeed quite terrifying to find yourselves in an unfamiliar and hostile territory being hunted by someone who knows the area so well. I think the film is similar in many ways to DON'T GO INTO THE WOODS..ALONE!, except that THE FOREST has the aforementioned ghost children(..their voices echo when talking to Sharon, their father, or each other). Gary Kent looks like a filthy George Lucas, with tattered clothes, and humanity lost. As I mentioned above, the violence isn't as grisly as what is suggested because director Jones is able to effectively cut away from a great deal of knife penetration, yet the way he stages the set pieces leave you rather unsettled(..such as Teddi's murder, the violence mostly silhouetted on the surface of a nearby huge stone formation, her pleas for John to stop and, once stabbed several times, attempts to crawl away from her predator only to be finished off;a hanging corpse John is skinning). I've seen better and worse of this type of slasher film, it's rather mediocre, at best, with some effectively shot scenery. I don't really think it's particularly memorable, for the exception of the ghost children.",negative,positive,Logistic Regression
"You can give JMS and the boys a pass on this one because they were at the beginning of their series and on a small budget, but the movie is still sub-par. Dont get me wrong, B5 the series is by far the best TV series ever, but if i was an exec seeing this movie, i wouldnt have ordered the series. I dont like O'Hare as an actor, the costumes are silly, and there are tons of cliches. The same can be said for most of the first season (with the exception of Babylon Squared and Survivors); Bruce immediately put a fire into the series and it went on to be an amazing spectacle. If you are a B5 fan and havent seen this movie, see it. If you arent a B5 fan, dont...you wont want to watch the series.",negative,positive,Logistic Regression
It's amazing what you can do with little money. DEAD SILENT being a low budget movie delivers its promises. <br /><br />Too bad we don't see Rob Lowe more often on the silver screen. Lowe is at its best in this riveting thriller . No wonder he went from DEAD SILENT straight to the TV mega hit The West Wing . <br /><br />DEAD SILENT 8 out of 10 <br /><br />Sputtosi Toronto.,positive,negative,Logistic Regression
"This quirky and watchable film is the story of a deluded dentist who starts out on his mission or crusade to fight tooth decay in the back and beyonds of Patagonia. Hailing from Northern Ireland, via New Jersey, the main character, Fergus, sees his crusade as a mission of mass importance and approaches it with all the enthusiasm, vitality, discipline and attention to detail one would expect from a trained dentist. Which adds to the hilarity, as his grand plans unravel and gradually fall to pieces as he goes from disaster to debacle in the Patagonian outback on the back of a customised motor bike or his, er, mobile dental unit. We never get to meet his wife, nor the rich philanthropist who is sponsoring the ill-fated mission, but, we do get a solid display from Lewis. Fans of his work will not be disappointed with his very believable performance as the deluded dentist who is gallantly adored by the, innocent but sexy, 18 year old female lead who tags along on for the *ahem* ride.<br /><br />This film is not for everyone and I can understand why it wasn't pushed by the suits. It's a low budget, sometimes charming, always disarming, mildly amusing and instantly forgettable film that sets out with low expectations and almost succeeds.",negative,positive,Logistic Regression
"Within the realm of Science Fiction, two particular themes consistently elicit interest, were initially explored in the literature of a pre-cinematic era, and have since been periodically revisited by filmmakers and writers alike, with varying degrees of success. The first theme, that of time travel, has held an unwavering fascination for fans of film, as well as the written word, most recently on the screen with yet another version of the H.G. Wells classic, `The Time Machine.' The second theme, which also manages to hold audiences in thrall, is that of invisibility, which sparks the imagination with it's seemingly endless and myriad possibilities. And this theme, too, has again become the basis for a film adapted from another H.G. Wells classic, `The Invisible Man,' the realization of which, here, is `Hollow Man,' directed by Paul Verhoeven, and starring Kevin Bacon and Elisabeth Shue.<br /><br />Sebastian Caine (Bacon) and his colleagues have for some time been conducting experiments for the U.S. Government, exploring the possibility and practicality of invisibility, which they have, at last, achieved in a number of the primates upon which they have tested their method. They have, in fact, progressed to the point that effecting the invisibility is assured; their only problem now is bringing the subject back to the original `visual' state of being. It's a problem, however, that Caine, after diligent effort and too many hours in the lab, has solved-- or so he thinks. And when the application of his theory on a live subject is successful, he decides to present the results to the board of directors, in an effort to thereby maintain the funding necessary for the continuation of the project.<br /><br />At the last minute, though, Caine demurs, fearing that control of the project will be wrested from him before they can proceed to the next level-- the testing of a human subject. And he takes it upon himself to become that subject, securing the assistance of his research team by telling them that they've been given approval by the board to do so. But something goes wrong, and Caine becomes trapped in his cloak of invisibility; and as he and his team struggle to find the solution to his considerable dilemma before it's too late, it all begins to take a toll on Caine's mind. And suddenly, his fear of losing funding and control becomes inconsequential, as he finds himself facing the imminent danger of losing much more than that. Now there's a very real chance that he may lose everything-- Including himself.<br /><br />Verhoeven has crafted what is initially an exciting, even thought provoking film; he establishes a good pace and uses the F/X at his disposal to great effect, though he does tend to allow the striking visuals to overwhelm the character development. Anyone familiar with `The Invisible Man,' or actually anyone who can logically follow the progression of the story, will know early on that Caine is not destined for happier times. Still, Verhoeven has a style of storytelling that is definitely going to capture the attention and engage his audience. But he seems bent on rushing toward the climax, and along the way he abandons any and all of the nuance that has made his film thus far successful, opting to enter into a final sequence that is nothing more than a mindless blood-and-gore fest that betrays his audience and everything he's worked for earlier in the film. Rather than seeking an intelligent resolution to Caine's suffering, and using some inventiveness and imagination to take the film to it's inevitable conclusion, Verhoeven takes the low road, and though it may succeed on a purely visceral level, any meaning one could derive from the story dissolves like so many ashes in the wind, along with anything that would have made this a memorable film. And it's a shame, because Verhoeven has it at a higher level than much of what is offered in this genre, and he allows it to sink unnecessarily to one much lower.<br /><br />Kevin Bacon does a good job of creating a character that is believable, if only on the surface, which seemingly serves Verhoeven's purposes perfectly. There's little depth to Bacon's portrayal, but it has more to do with his director's agenda than his own acting abilities. Verhoeven simply does not allow Bacon the time to develop Caine to any extent; the character is mainly a vessel around which Verhoeven can build his story, and toward that end, it works. The film would have been better served, however, had Verhoeven and Bacon collaborated more closely on at least developing a bond between Caine and the audience that would have prompted some emotional involvement on the viewers part, something that would have drawn them in a bit, rather than leaving them at the gate, as it were, as mere observers of an F/X laden extravaganza.<br /><br />Elisabeth Shue comports herself well in the role of Linda McKay, Caine's willing accomplice in the ill-fated experiment, but it's basically a thankless part that offers little challenge, especially to an actor of Shue's caliber. The same can be said of Kim Dickens (so magnificent in the 2001 film, `Things Behind the Sun'). Her character, Sarah Kennedy, does little more than support the action and F/X. Both actors are capable of so much more, and deserve better than what they are given to work with here.<br /><br />The supporting cast includes Josh Brolin (Matthew), Greg Grunberg (Carter), Joey Slotnick (Frank), Mary Randle (Janice) and William Devane (Dr. Kramer). Entertaining to a point, and even successful on a certain (low) level, `Hollow Man' is one of those films that leaves you contemplating what could have been. Like an annual fireworks display, it will give you some momentary thrills, but after awhile it'll begin to blend in with all the others you've seen, without anything special to set it apart. And it's too bad, because given the talent and abilities of those involved here, it could have been so much more. I rate this one 4/10.<br /><br /> <br /><br /> <br /><br />",negative,positive,Logistic Regression
"I was pleasantly surprised by the film. Let's face it; the premise doesn't sound particularly appealing when having to hand over money for a the night's flick, but it had an easygoing nature that wins one over. There were no moments that I found uproarious, and I doubt any that I'll remember the next day, but this doesn't fail as a nice diversion. What I found funny was watching it here in Peking with my Chinese girlfriend who never understands anything I like. I told her there was a plot- three guys have to bring back some weed to London. Hardly satisfying for her. There is no mugging going on here for the camera which I'd been expecting after reading a number of the comments. I do take exception however to comparisons with Withnail and I; not in the same league, and I doubt was it intended to. www.imperialflags.blogspot.com",positive,negative,Logistic Regression
"Honestly - this short film sucks. the dummy used in the necro scene is pretty well made but still phony enough looking to ruin the viewing experience. the Unearthed DVD is crisp and clear and I haven't made up my mind if this helps or hinders it. If the film was a little grainy it might have added some ""creepiness factor"" to what was going on. I have no idea why this film has so much hype surrounding it other than the subject matter - but to be honest the necrophilia scenes in films like NEKROMANTIK and VISITOR Q among others, are more shocking than in AFTERMATH. All this talk about the film being about loneliness and all other manner of deep philosophy is bull****. This is an expensive, beautifully filmed turd. It's not that shocking, it's not that disgusting. if you insist on viewing it - rent it. I give it a 3 for the fact that not many people make explicit movies about necrophilia (there should definitely be a bigger selection for us sickos ;) - the filming is good and it does have some ""gore"" (if watching a rubbery looking doll get cut open is considered gore...) but other than that - absolutely nothing going for this over-hyped mess. On the other hand - GENESIS - Cerda's ""sequel"" to AFTERMATH (now available as a ""double feature"" released by Unearthed films) is an absolute masterpiece of a short film, really showing what a good director Cerda really is when given the right material. Although I don't care for AFTERMATH at all, GENESIS is so well made that I will forgive Cerda and Definitely keep an eye out for him in the future...",negative,positive,Logistic Regression
"I grew up watching Scooby and have been a fan forever. This cartoon moves away from the same old routine that can get boring to viewers. The Crooks in Mask routine gets old and This cartoon is a change from that. It's not meant to replace the Scooby gang it's just a break from the same old crime scene for both viewers and writers I'm sure. The cartoon's focus is on Scooby and Shaggy who inherits a large sum of money and use that money to thwart world conquest plans from a mad scientist and his goons. Small homages of the gang and the gang themselves are featured from time to time. If you are a fan of Scooby-Doo you can still appreciate the bond between a boy and his talking dog, along with the jokes that come with it. Just Enjoythe Cartoon and support the creators/writers and producers so that this won't be the last Scooby Cartoon.",positive,negative,Logistic Regression
"I don't even like watching those late night talk shows, but I found this one really interesting. I imagine it's probably close to the truth---it ""feels"" like an honest account, if that means anything. Kinda feel for the people somewhat when you watch it. A nice movie for a Saturday night.",positive,negative,Logistic Regression
"Dolph Lundgren is back! Detention marks Dolphs first film in nearly 2 years, and that is following the delayed Hidden Agenda. This film still marks an improvement for Dolph over his cheapie trilogy of Jill Rips, Agent Red and Stormcatcher. However this film is well below the standard of Hidden Agenda, which was better in almost every respect. What this film does have in it's favour from Dolph's previous outing, is a sense of cheesy fun. The film also has a rejuvenated Dolph back in a high action role, and it's good to see Dolph doing his own stunts again.<br /><br />The films story is ludicrous and prime B-movie material. An ex-military man is now a teacher and on his last day of teaching, whilst taking a Detention class, he runs into some Slovakian bad guys who have taken over the school to use as cover for a big drug deal. The film has no originality but in a movie of this type you need to have a sense of fun with all the cliches. If you take it too seriously the audience will find little to enjoy. Thankfully the filmmakers don't take matters too seriously and along with all the action cliches you can think of and the predictability, this film has a so bad it's enjoyable kind of vibe.<br /><br />Where the film is let down is miss-using a fairly decent budget. The budget of around 10 million has not been well spent. It's all up on screen with plenty of carnage and big explosions but a lot of the shootouts lack imagination. The opening action is okay but after that the good moments become more sparse. There are some good moments. You have a car careering through school hallways for example and a decent shootout at the beginning, with plenty of destruction. The rest of the shootouts are fairly mechanical but there is plenty going on onscreen. <br /><br />As for the cast. Hidden Agenda boasted the best cast Dolph has worked with in ages. There was a good standard of actors for a DTV film. This however has problems. The actors are on the most part bad. The bad guys are terrible, but the lead bad guy has a kind of enjoyable cheesiness because Alex Karsis plays it so over the top and without the hint of any menace that you can laugh at the pure badness. The teenagers of the piece are actually good but they are playing such cliched characters. They all hate authority, each other and all have bad attitudes and of course by the end they learn important life lessons, but generally they are decent and Chris Collins in particular has a likeability. This movie is all about Dolph though. While this film is nowhere near his best, it is nowhere near his worst. It also marks a turning point in his career. He is now back in good shape, and will be in even better shape in his next film Direct Action. Dolph looks enthusiastic here, he does all his own stunts and it is good to see him play the typical action man (running from explosions in slow-mo, one liners, and handling large weapons) again in a movie like his older ones, albeit with less flair and imagination than cliched films like Army Of One. It is good to see Dolph looking energised. His films of the last 8 or so years have seen Dolph looking a little more weary, and using doubles a lot (he still does all the fights himself though) but the new streamlined Dolph seems up for it.<br /><br />Overall this is watchable if only for the cheese value and Dolph in prime action man mode. There's not a single surprise but it has a laughably inept kind of charm. **",positive,negative,Logistic Regression
"Okay, I'll say it. This movie made me laugh so hard that it hurt. This statement may offend some of you who may think that this movie is nothing more than a waste of film. But the thing that most people don't get is that this movie was intended to be bad and cheezy. I mean, did people actually think that a movie about a killer snowman was intended to be a masterpiece? Just look at the ""scary"" hologram on the jacket of the movie and you'll find your answer. Instead, like the original Jack Frost (which I thought was just as funny), this movie turned out to be a side-splitting journey into the depths of corny dialogue, bad one liners and horrible special effects. And it's all made to deliver laughter to us viewers. It certainly worked for me.<br /><br />For example: Anne Tiler (to her troubled husband): What makes you frown so heavily darling?<br /><br />If that chunk of dialogue doesn't make you laugh, then you have serious issues. Who in their right mind would utter those words in real life? Of course, no one because it was meant to sound ridiculous! Just take one viewing of this movie with an open mind and low expectations, and hopefully you'll see what's so damn funny about Jack Frost 2.",positive,negative,Logistic Regression
"Does anyone happen to know where this film was shot? The aviation scene on the cliff is beautiful. It appears to be England. However, Ivy's apartment building certainly looks like the Brill Building, with its fascinating elevators.<br /><br />Charles Mendl is listed as playing ""Sir Charles Gage"". Maybe I blinked, but I never saw him. Perhaps he was the husband's lawyer, but, again, I don't recall that character being in the film, other than being mentioned as having made a phone call. Perhaps he was in the aviation scene? Or the ballroom scene? Did anyone spot him?<br /><br />Herbert Marshall was 57 years old when he shot this film.",positive,negative,Logistic Regression
"It doesn't take balls to make-fun of retarded people. Having to listen to Mencia insist that he is brave to make ""retard"" jokes is intolerable. Also, it doesn't take balls to bite off of the chapelle show. The racial game-shows, the racial olympics, it seems like a lot of the skits are merely reworked Chapelle Show skits, that are just way less funny. <br /><br />But the most irksome thing in the show is his insistence that he is just marching to the beat of his own drum, when he is actually marching to the beat of many over-worked, over-done drums that have been drummed many times.<br /><br />I hate this show. I hate that it presents itself as a voice for Latin America.<br /><br />And no Carlos, I am not trying to censore you. If people like it, then keep it on. But I personally think that it's a bad show.",negative,positive,Logistic Regression
"Without going into any details of a good...if a somewhat provocative...TV movie, there seems to be a consensus among the users that there is ""no one to blame here"".<br /><br />I disagree. Yes, the young male lover of Beverly D'Angelo, played by Rob Estes may be young and horny (and good looking) because he's not getting as much as he wants from mom, that doesn't mean, he can climb in bed and have sex with daughter. OK, he can use the excuse he just wanted to watch TV with her, but I don't buy it. People have to take responsibility for their actions. Not only did he ""cross the line"" by having sex with a very vulnerable teen, when he was supposedly ""the responsible adult"",he said, ""Your mom must never know about this."" How responsible was he then? Yes, it's a good flick, but he got what was coming to him. Don't kid yourselves folks that what happened was ""no one's fault"".",positive,negative,Logistic Regression
"First of all, I just wanna say that I'm a very big Naruto fan. I love the Anime and the Manga stories. Also, the first movie just confirmed that Naruto is all about great fun, great action, great story, ... But then came the 2nd movie. I was very hyped because the first movie turned out great. But it didn't satisfy me one bit... The story was lame, action wasn't all that great... especially compared to the Anime series... same goes for the quality of animation. I found it very poorly... Could the story get any lamer... ANY ??? Where's the kyuubi of Naruto ?? Not once does he turn demon... I mean ... COME ON !!! My advice is... see the series ( until episode 140 , then it's just fillers ) and then read the Manga because that's still great. Ignore this movie and hope for something better in the future...<br /><br />All and all I gave it a 4, just because it's Naruto...",negative,positive,Logistic Regression
"(spoilers??)<br /><br />I wasn't sure what to think of the movie. Not too much of a kids film. Definately should be watched with a parent because it includes death and dying. But I was surprised that I was a bit entertained by it.<br /><br />I was a bit disappointed by the 81 minutes of time we had. (even less without the credits) And the trailer gets you to think the rodent is a main creature. But alas, they torture him. Right until the end of the movie. Those two gripes docked the movie 2 stars. But I do recommend the movie. Even for a sequel.<br /><br />8/10<br /><br />Quality: 9/10 Entertainment: 7/10 Replayable:7/10",positive,negative,Logistic Regression
"Mark Pirro's ""Deathrow Gameshow"" of 1987 is a black comedy that is extremely cheesy in many parts, but occasionally very funny nevertheless. This movie could certainly have been a lot better, the acting is terrible, and some extremely cheesy scenes make it hard to watch at times, but the concept is funny, and it has some hilarious moments.<br /><br />In the near future (the year 1991), game shows have changed. Chuck Todean (John Mc Cafferty) hosts a game show called ""Live Or Die"", in which convicted death row inmates have the chance to play for their lives, and for money. Candidates who fail, get executed on the air using many different methods, such as guillotines, electric chairs, and other, more bizarre devices of execution, followed by applause from the cheering studio audience. The show is, of course, more than controversial, and Chuck has made lots of enemies...<br /><br />""Deathrow Gameshow"" is incredibly cheesy and crappy in many aspects, and the acting is terrible, but it is without doubt fun in many parts, especially if you're a fan of dark humor. You haven't missed anything if you haven't seen it, but it is definitely funny and a good time waster. 4/10",negative,positive,Logistic Regression
"***SPOILERS*** ***SPOILERS***<br /><br />I saw this movie last night at a screening. I started out already liking Tim Robbins and loving sci-fi. The first third of the movie was very cool. The score was good, the cinematography was interesting, the film maker's vision of the future was realistic yet starkly interesting nonetheless. I remember thinking to myself: ""this is the most intelligently done sci-fi movie I've seen in a while"". Then they just couldn't keep it together.<br /><br />Although from the outset, there were a number of more ""rough around the edges"" issues with this film (namely the editing, and later some of the writing/plot development), these issues were forgivable. They became unforgivable once the movie sort of lost all momentum around the half way mark, and then the film just got tedious when you realized that it wasn't going to go anywhere at all. <br /><br />Robbins could not breathe life into his character, but did the best he could. His female counterpart (her name escapes me now) was good in her role.<br /><br />The main reason for the meandering of the movie seemed to be that the film makers could not decide whether or not to do a sci-fi movie or a futuristic love story. They ended up with neither.<br /><br />Good:<br /><br />Some of the cinematography: grainy, it felt like ""21 days later"" some times.<br /><br />Very fitting for a futuristic movie like this.<br /><br />I dug some of the location shots.<br /><br />The music was cool.<br /><br />The film makers vision of the future was realistic but still cool and interesting.<br /><br />I liked the interactions with the other minor characters in the movie.<br /><br />Some of the writing was interesting (early on). <br /><br />The girl who played Maria Gonzales (name?? can't recall), she was good.<br /><br />***SPOILERS BELOW***<br /><br />A few questions/comments:<br /><br />I felt that a lot of the futuristic things in this movie were convenient to fix a patchwork story. Namely VIRUSES. Obviously the virus they gave her at the end of the film that made her physically 'afraid' of him was just there so that they could stick in another sex scene and then she could uncontrollably report him for Code 46. Then they take him away and erase his memory and the movie ends. Classic 'dream sequence' cop-out ending if you ask me. ties up all the loose ends very neatly if you just make it all a dream right?<br /><br />Was Robbin's character naturally good as intuition or was it the virus?<br /><br />Why didn't they explore the myriad of issues surrounding the girl being a clone of his mom? That could have made some interesting story.<br /><br />At first I like the salutations from across the globe in everyone's speech. But it became intrusive especially since their accents were not convincing. I get it, the future will undoubtedly be racially and culturally more androgynous, but it started feeling like an AT&T Global Networking commercial by the end of it.<br /><br />If they were 'outside' how could they have gotten busted for Code 46?<br /><br />'Cover' was never well defined. Sometimes it seemed as trivial as a Visa, and other times it was as vital as life or death. Again, loose definitions allow them to use it for gluing disparate parts of the plot together.<br /><br />Okay, I'm starting to get to negative about it, so I'll stop. There were some cool scenes, and interesting things about this movie, but that only gives it a 4/10",negative,positive,Logistic Regression
"Working-class romantic drama from director Martin Ritt is as unbelievable as they come, yet there are moments of pleasure due mostly to the charisma of stars Jane Fonda and Robert De Niro (both terrific). She's a widow who can't move on, he's illiterate and a closet-inventor--you can probably guess the rest. Adaptation of Pat Barker's novel ""Union Street"" (a better title!) is so laid-back it verges on bland, and the film's editing is a mess, but it's still pleasant; a rosy-hued blue-collar fantasy. There are no overtures to serious issues (even the illiteracy angle is just a plot-tool for the ensuing love story) and no real fireworks, though the characters are intentionally a bit colorless and the leads are toned down to an interesting degree. The finale is pure fluff--and cynics will find it difficult to swallow--though these two characters deserve a happy ending and the picture wouldn't really be satisfying any other way. *** from ****",positive,negative,Logistic Regression
"What can I say? I couldn't sleep and I came across this movie on MTV. I started watching it with every intention of changing the channel if it started to get lame as so many anti-drug movies do but I got sucked into this movie and I couldn't stop watching. Nick Stahl did an amazing job with his character, and in my opinion he really made the movie something worth watching. I was interested in purchasing the soundtrack to the movie (or even the movie itself) and MTV.com was no help at all, but believe it or not Amazon.com is taking pre-orders for the August 5th release of the movie on DVD. I know I had a hard time tracking it down, and I'm sure other people might have had the same problem. I'm buying my own copy so I can drool over Nick Stahl while bawling my eyes out at the same time thanks to the emotional storyline!",positive,negative,Logistic Regression
"The story goes something like this: A small-town girl, Katie (Jessica Simpson), decides to visit her boyfriend in the big city. When she arrives she discovers he isn't quite as faithful as he should be. Katie then ends up venturing into the adventure that is New York. Filling in as bike messenger comedic and charming mishaps ensues. She falls into a hole in the ground and thus meets charismatic good-guy Ben (Luke Wilson). It's not love at first sight, at least for her, but destiny and Ben, won't give up quite that easy. Being ""just"" a small-town girl AND blonde a couple of evil executives at a building firm decides she's the perfect scapegoat for their cunning plan. Misunderstandings with hilarious and sad consequences follow. However, this is one blonde who won't take it lying down!<br /><br />People being judgmental of this film will soon enough be proved wrong. The jokes are confident and fitting, and the story well developed. The relationship between Katie and Ben feels so natural that it puts anything Godard has created to shame. The multi-talented Jessica Simpson once again surprises with a strong role only she could pull off. Simpson really is the Marilyn Monroe of our day (there's even one scene honoring her!). She balances perfectly between vulnerable and whimsy. Katie really does show us that you can't judge a book by its cover! Luke Wilson is as charming as ever. Even if he was covered in manure that man would be as appealing as anyone. His light touch, puppy dog eyes and laid back manner makes it difficult to resist. Andy Dick plays the role he was born to play, one of the two diabolical executives. He really cannot be underestimated. The strength of the performance lies in his restraint. It's remarkable, because most actors would just run away with it and play it for cheap laughs. Not this guy! <br /><br />In conclusion, director Scott Marshall has crafted an intelligent and frequently hilarious comedy that is destined to become a classic alongside masterpieces of cinema like Epic Movie and Norbit. Kudos to everyone involved in this, especially Jessica Simpson. Her sincere smile and whole-hearted laughter would make even the toughest man break out in a big grin. You may be tough, but you're not THAT tough! Warmly recommended to everyone who wants to be swept off their feet and see a romantic comedy that for once, feels honest. Thank you for this film! Oh, and the soundtrack rocks! <br /><br />Now if you still haven't gotten it. I'm being sarcastic. 1/10",negative,positive,Logistic Regression
