text,actual_label,predicted_label,confidence
"Drew Barrymore is an actress that has gone through bad periods, not only in her career, but in her personal life too. After being a prodigy child actress she descended into obscurity with mediocre films of low quality. While she has recovered from that dark past, this movie stays as a reminder of Drew Barrymore's worst days.<br /><br />The movie starts with an interesting premise, very reminiscent to Brian De Palma's ""Raising Cain""; with a plot dealing with multiple personality disorder that sets the story for a horror/thriller. Barrymore stars as Holly Gooding, a young woman who is trying to make a new life in California after a traumatic event of her past in which apparently her other personality killed her mother.<br /><br />Suddenly, her past returns to haunt her as her evil personality is back in her life willing to ruin her new found peace and her new found love. In the middle of the chaos his new boyfriend, Patrick Highsmith (George Newbern), will try to help Holly to face the demons of her past.<br /><br />Unlike De Palma's underrated thriller, ""Doppelganger"" is for the most part a mediocre film that not only never fulfills it's purpose, it also concludes in one of the worst endings of movie history. While Barrymore is definitely not at her best, she manages to keep her dignity with an above average performance. The rest of the cast however range from mediocre to painfully bad over-the-top performances, although Leslie Hope manages to be among the best of them.<br /><br />The script is full of clichés and De Palma's influence is quite obvious. While the movie tries to be original by making literary references in almost every line, the dialogs are dull and the wooden acting certainly doesn't do any good. It has a fair share of nudity and for strange reasons, and excessive use of special effects.<br /><br />The make-up effects are done by the outstanding KNB and are really among the few good things in the movie. However, the bizarre over-use of the effects in the totally out of context ending decreases the impact of KNB's work and makes cheesy what in a different movie would be amazing.<br /><br />The fact that this is a B-Movie is no excuse for it's low quality, as with a better and more coherent script this could had been an interesting movie. Sadly, all we have here is a mediocre film that gets worse every second. Worthy for Barrymore's beauty. 3/10",0,1,0.5235437
"Like most other people, I saw this movie on ""Mystery Science Theater 3000."" Although it received some well-deserved barbs, it's one of the better films to be featured on that show.<br /><br />The premise is better than even your average Hollywood blockbuster these days; it poses some interesting moral dilemmas. Although the score is sometimes obtrusive, it also provides a few lovely moments when Richard is walking by the river. Watching the movie, you can see where a lot of plot developments probably looked very good on paper. Richard's discomfort in modern society is an interesting problem to ponder, and the ending probably would have been a nice '70s-style mindfuck if the preceding affairs hadn't been so goofy.<br /><br />Unfortunately, the movie is visibly cheap, making the flaws all the more obvious. The ""clone farm"" is very obviously a college campus, and a beer can serves as a major plot point. Lena and Richard have zero chemistry -- we are supposed to believe this is a meeting of kindred minds, but there doesn't seem to be a brain cell between them. The ""cranky old couple"" schtick also gets real old, real fast. There are also some mistakes that can be blamed on bad directorial choices, such as the decision to hold a climactic conversation out of reach of any audio equipment whatsoever.<br /><br />In all, a noble effort, but is nonetheless best viewed on MST3K.",0,1,0.5988123
"I saw The Greek Tycoon when it first came out in 1978. I found it extremely boring. I thought it was no better than a travelogue except for one thing: For the first time in my life I realized why it would be good to be rich. Seeing the scenery off Aristotle Onassis' yacht and getting my first real peek into the lifestyle of the rich and famous opened my eyes. To paraphrase Martha Stewart: It was a good thing. Funny, I don't remember the sex scene. I hadn't seen the movie since it was on the big screen and found the lovemaking session with the mistress memorable this time. Maybe because I was younger and single back then, it was no big deal.",0,1,0.5980461
"...dont read any plot summaries because in words the plot might seem trivial, brain-dead and pointless. The film is excellent, the acting by both Denzel and Dakota (she will go sky high, trust me on that)are just fabulous, and the plot is mind blowing. Actually ""fabulous"" is a small word to use for such talented actors. The film is just based on actual facts and some characters are not fictional, a fact that adds up to the shock that i was having during and after the film. If you are fond of both actors and of somewhat deranged films, you still haven't watched your favorite one yet...Trust me, in the end you will have a weird and inexplicable feeling. The film is awesome, see it, rent it, buy it or whatever...just don't miss it",1,0,0.5181354
"Chaplin stars in a dual role as a jewish barber who, with amnesia, is mistaken for the dictator Adenoid Hynkel, (i.e Hitler) A movie made in 1940 when the war was in its dark days and was in no way won by the allies..it was banned in Germany by Hitler and was a risk in a way for Chaplin because if the war was lost, he surely wouldve been sent away to be ""reeducated""<br /><br />A funny satire with the classic scene of Hitler tossing around a giant balloon of the world..good fun but with a message..a little preachy in the end. This was the last movie with Chaplin's trademark little mustache. on a scale of one to ten..9",1,0,0.5996935
"Fascinating look behind the scenes about how a really good movie CAN get made if the producers, director, & cast simply ""refuse to quit."" These guys encountered serious obstacles throughout the two years of the project (miniscule budget, trouble with the script and with the script writer) so the finished product wasn't what was first envisioned, but probably turned out to be more interesting than the movie they set out to make, which goes to show that the punk mentality of ""just do it"" ...with or without any backing, money, or help...figure it out on the fly and do what you want to do. I really liked this documentary movie and know that viewers will see and learn things they didn't know before. This movie is truly ""one of a kind...it's hard to classify because it has pieces of ""sci fi"" and ""suspense"" and also ""how to make a movie."" It tells the truth about how films get made, what can go wrong, and how to overcome. I especially liked the music written by Ed Ivey. These guys know how to produce a good movie on a shoe string because they're creative and know how to build props, dollys, staging, lighting with what they can scavenge up...pretty amazing stuff.",1,0,0.5857856
"I was eager to see ""Mr. Fix It"" because I'm a huge David Boreanaz fan. What I got, though, was a 1-1/2 hour nap. The premise seemed enjoyable: Boreanaz is Lance Valenteen, proprietor of a business called ""Mr. Fix It"", where dumped men enlist his help to get their girlfriends to take them back.<br /><br />Among the problems with this movie are the editing, script, and acting. Although I've found Boreanaz delightful in his other film roles (with the exception of that ""Crow"" movie he did), this was disappointing. At times, his character was interesting and others, flat. The supporting cast reminded me of soap opera day players. I realize it wasn't a big-budget film, but some of the scene cuts and music just didn't seem right.<br /><br />My advice: watch at your own risk.",0,1,0.5281931
"I was recommended this film as one of the best love stories ever told. And as I am huge fan of love, I bought the tickets and sat myself in the theatre. After 90 minutes I left the theatre with nothing but disappointment and the theme song as the only positive thing of the film. I was appalled at the story itself, that two people can love each other but be so afraid as to never act it. I just couldn't go passed the language barrier and the cultural barrier. The second time I ran into it... I was in a different mood, no longer had any expectation ... and had more patience, more relaxed mind to ""see"" the film... and as soon as I opened my eyes, I discovered the love... the beauty of the film. I went beyond the language and the love story and saw the acting (not even for a moment did I ever felt like they were acting!) and the cinematography. The first time I heard a definition of what a film is, I was told that it should be a chain of perfectly balanced photographs (shots) and this is the film to match the description. Almost every shot has an idea behind it, and combined with the music... and the light effects... the result is just a masterpiece! And a masterpiece is just something that you must have in your collection of films.",1,0,0.53779703
"A lot of people unfairly sh!t on this series but several of the Guinea Pig videos are fairly entertaining. Devil's Experiment in particular has some really fantastic effects work--not just the infamous eyeball scene but also a very realistic skin slice on the foot and a hand breaking with a sledgehammer are very realistic--especially for the video's vintage and low-budget.<br /><br />Let me start at the beginning now for those who don't know: This film is an ""extreme"" torture/fake snuff film that surfaced in Japan in the mid-80s. It's plot as it stands is simple: A young girl is held by a few men and forced to undergo a series of brutal tortures to see where her breaking point is. This entails brutal violence--all effectively realistic effects including the ones mentioned in the last paragraph as well as a painful looking application of hot oil to the captive girl's arm and placing of maggots in the subsequent flaky wound.<br /><br />The least effective sequences are at the very beginning of the video and consist of an unconvincing slap session where three men take turns slapping the hell out of the girl as her head falls about and a second sequence where the three men take turns kicking the girl and pushing her to the ground. These two scenes are obviously staged and detract from the realism of the rest of the proceedings.<br /><br />The actress who plays the victim of the ""experiment"" is pretty convincing at being in pain and takes a good amount of abuse and rough stuff on camera. Her reactions as she has headphones strapped to her head and loud noises are played for hours on end are chilling. Some of the other abuse she takes is being strung up in a net from a tree during the only times she is given a rest. Also there is a disturbing scene where the giggling captors through guts at her and one other disgustingly sleazy scene where she is spun in an office chair and forced to drink a bottle of Jack Daniels till she pukes.<br /><br />If you haven't seen this series I hope I have helped you decide whether or not you want to give this episode a shot. 8.5/10 for Devil's Experiment.",1,0,0.5932074
"Even if it's not labeled as a Slasher flick, it has all the elements. The fact that slashers are well known for it's low budget, lame plot, cheesy effects, and everything you may add, it doesn't means that there can't be good slasher movies. ""Opera"" fills the description. Even though it's part of Italian giallo; which is far from being a slasher sub-genre.<br /><br />Dario Argento proves that he deserves the label of one of the best directors in Horror. ""Opera"" is one of the most stylish Horror movies from the past 30 years. Though the movie takes place in a beautiful, shinning place; the situations and gore turns it to be one of the scariest places ever used in a Horror movie. <br /><br />I think of ""Opera"" as a stylish Slasher although there's in depth plot and character development. The cheese factor often used in most Slasher flicks is not present here but in exchange we got a suspenseful, visually stunning gore tale. The movie's plot is simple (as in every Slasher). There's a psycho in the opera that is somewhat obsessed with the lead actress/singer and forces her to watch gruesome deaths. The death scenes are extremely gruesome and are the best thing about the movie. The infamous ""peep-hole"" death scene is the highlight of the movie in my opinion. It's a terrific death scene that none other than Argento could release. The knife through the neck (and mouth) is another gruesome scene but less violent than the scissors death. The gore in ""Opera"" will please the wicked and lovers of violence.<br /><br />What I didn't like about the movie is the lack of coherence or logic. I mean, after watching the first death, the lead female, calmed as if nothing happened gets a ride home and doesn't makes much of a big deal about what she saw. Also, she's left alone in home and doesn't take security measures. Still, the suspense in the movie makes you forget the lack of logic. Argento knows how to create tension and how to scare the subconscious. For example, when Betty's friend tells her that someone was watching her from outside she freaks out and sets suspense in case that something happens. <br /><br />The direction of the movie is great. For an Italian giallo it's excellent. Argento's creative POV shots are impressive. The ravens also added a creepy feeling to the movie. Argento add his unique spice. <br /><br />""Opera"" is one of the most underrated but popular through the Horror community for these reasons, in my opinion: -the peep-hole death scene (brilliant) -the ravens attack in the end -the opera setting -the knife through the neck and mouth -the heavy metal score combined with Opera music (this music never freaked me out before) -the killer's ferocity<br /><br />The only thing I don't like about ""Opera"" is the heavy metal songs used in death scenes. It's OK to disturb the audience but I think that the Opera music could've added a creepier feeling. Still, the ""shocking"" use of heavy metal is a singular disturbing aspect in the movie.<br /><br />Watch ""Opera"" even if you don't like gore. There's a lot of suspense and tension that could scare the most skeptical person. This is no ""Suspiria"" but it deserves to be among Argento's finest.",1,0,0.5411012
"""Ahh...I didn't order no amazing hit show"".....""We'll you got one"" Hack is simply the greatest television show ever made. A little bit of me died when I flicked on the t.v. one Friday night to catch a little Hack and it wasn't on. The show dug deep into key social issues of our culture. I found that at the end of any episode I watched; I walked away having been both entertained and informed. I am actually dumber now that Hack is gone. I no longer want to help the needy and less fortunate. Since Hack has been gone I see them as eyesore's and an unneeded strain on taxpayers. So for the love of God we need to bring back Hack!",1,0,0.60572046
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure. I vividly remember Ebert giving it one star and it was supposedly booed at Cannes.<br /><br />Apparently these people didn't understand the movie, which is not that hard to comprehend since it's very esoteric, dark, and layered in ways that still astound me. Reading through many of the reviews here I find (even after about 7-8 viewings over the years) many elements of the film I had previously glossed over. But even without understanding much the psychological underpinnings of the story, it's still a cracking suspenser...even if you just take the escalating paranoia and persecution that overtakes Polanski's title character like a tsunami wave over the course of it's two hour running time.<br /><br />Examining the source material --- an excellent novella by underrated novelist Roland Topor --- uncovers more intriguing layers. Polanski's Trekovsky is a milquetoast of the highest order. Though he seems at first to be yet another mild everyday soul, one gradually realizes he is one of those people who seems to aimlessly drift through life, letting it direct him. He seems to have few strong feelings about his likes and dislikes. He finds himself gently pushed this way and that, but never seems to get too bent out of shape regardless. This vague sort of wishy-washy-ness is more noticeable in the novel than the movie, but there are hints of it early in the film too.<br /><br />Making a play for the apartment of a woman, one Mademouiselle Choule, who is in the hospital recovering from a recent suicide attempt, appears to be the most daring thing he has attempted (even effectively haggling down the price of the deposit in the bargain). He soon finds, however, that he is paying for his ""good thing"" in more ways than he cares, as he finds himself in the center of maelstrom created by a building full of neurotic, control freaks who are hypersensitive to even the slightest sign of human life, such as a footstep in the night or a knock on the door.<br /><br />Instead of taking a stand though, Trelkovsky becomes increasingly alienated by the situation, and overtaken by paranoia and a sense of persecution. He becomes obsessed with Choule, imagining himself to be like her, dressing like her, etc. as his own personality rapidly begins to be wiped away by his own insanity.<br /><br />If anyone has ever doubted Polanski's fearlessness as an artist, they'd be well-advised to see this film. His trademark black humor is prominently (and sometimes embarrassingly) on display here and --- god bless him --- he makes himself the butt of it. It's a tour de force performance in one of the richest, riskiest, most Gothic horror movies ever made. That more people haven't seen it is a true crime.",1,0,0.63557374
"'A New Generation' is the third Amityville entry to base its plot around writer John G. Jones's premise of an item taken from the Long Island house that causes spectral misery and death for its new owners. First a lamp, then a clock, and now a mirror. However, this is also the first Amityville since 'The Possession' to directly tie in to the real- life events that started the whole series. This time around, Keyes Terry (Robert Partridge), an artist, is given a macabre-looking mirror by a homeless man one day. Soon enough, people around him start to die, eventually leading to his discovery that the mirror once hung in the Amityville house - indeed on the very night a man named Franklin Bronner (Sonny Montelli in 'Amityville II') murdered his entire family. Unfortunately for Terry, his discovery of the mirror isn't entirely coincidental, and he soon learns the truth about his past a truth he's kept buried since childhood.<br /><br />This 7th installment in the often worn-out franchise is something of a disappointment for me. Things were starting to pick up with the silly and uneven, yet entertaining 'It's About Time', and given how much this film tries to draw upon its roots - not the first episode, but the source material itself - it should have been better than it was. <br /><br />However, three trips to the same well with yet another evil artifact from the Amityville house with yet another explanation for the malign paranormal visitations is wearing on me, to say the least. One of the biggest weaknesses of the Amityville franchise is the steadfast determination by each set of producers to completely ignore every other episode in the series. On the one hand, it's perfectly reasonable that they don't want to be tied to someone else's continuity, but at the very least, they could maybe acknowledge story lines that have already been done and just possibly *not repeat them over and over again*.<br /><br />There's also something rather plodding about the way in which the story unfolds, doubtless due to the inevitability this repetition-fest brings. Since you already know what's going to happen, the carefully-paced build-up is simply slow and tedious. Or maybe it's just tedious anyway. Director John Murlowski probably could have done more to heighten the tense atmosphere associated with the mirror rather than simply having it flash red and emit chattering 'evil' voices, which lacks any kind of subtlety. There were times when characters seemed fairly unfazed by its otherworldly qualities. If they don't take it too seriously, why should we?<br /><br />Which is a shame, because 'A New Generation' has a more-than-capable cast. I was going to hold off on watching this until I saw the name 'Julia Nickson' in the credits. She captivated my attention just as she always does, and if anything, I was annoyed her part wasn't more extensive. Terry O'Quinn was equally charismatic and again, underused. Partridge himself in the lead role clearly fits the early 90s over-coiffed lumberjack-shirted square-jawed hero type, and while I'm not sure he really gave it the gravitas needed, it's not as if anyone here is performing Ibsen.<br /><br />The sets are also worthy of note, from the dramatic artwork filling Suki's room, to the claustrophobic corridors featured in flashback/supernatural sequences. Getting the look of these right is especially important given how certain sequences are repeated throughout the film to simulated fragmented memories. Clearly, Murlowski is more of a visual director rather than either an actor's director or one of horror. Unfortunately, it is meant to be a horror film, after all.<br /><br />'A New Generation' sees the same race being run for the third time in 4 years. Add to this the lack of direction where it was really needed and the whole effort fails to stand as tall as it should. However, it should be acknowledged for its strong ties with the source material and some good actors in not necessarily their finest hours. Honestly, the ideal person for this is someone who hasn't seen any of the sequels past 'The Possession', for whom the story won't be such a massive deja-vu trip.",0,1,0.5778941
"I have read the novel Reaper of Ben Mezrich a fews years ago and last night I accidentally came to see this adaption.<br /><br />Although it's been years since I read the story the first time, the differences between the novel and the movie are humongous. Very important elements, which made the whole thing plausible are just written out or changed to bad.<br /><br />If the plot sounds interesting to you: go and get the novel. Its much, much, much better.<br /><br />Still 4 out of 10 since it was hard to stop watching because of the great basic plot by Ben Mezrich.",0,1,0.5086186
"Yes, I spelled that right. This movie is so predictable, the actual word needs additional letters to exemplify the predictability. From the moment the principal characters and situation are introduced, it is paint-by-numbers as to where this plot will take us. The foreshadowing was as subtle as a two ton sledgehammer. You could take numerous pieces of dialogue and anticipate the role it would play in the ending.<br /><br />Catherine Zeta-Jones and Aaron Eckhardt did decent jobs in undemanding roles and Abigail Breslin played the cute role admirably. It's just that the movie brought absolutely nothing new to the romantic comedy genre. The romance was tepid and the laughs were weak and few. Sure, it's an OK movie if you have nothing to watch, but you won't miss anything by missing this one.",0,1,0.6129135
"There was a time when Michael Jackson was revered as the King of Pop. Then came a time when he attracted negative publicity as much as lemonade attracts wasps. Finally, it is now the time that we feel truly sorry for this man.<br /><br />This 'movie' is another reason to. I promised a rabid Michael Jackson fan to watch it with her. You know the type of fan -- someone who tells him- or herself to like everything the object of affection ever did. While watching this movie, which she had seen twice already, I realized how far this fandom goes. Probably far enough to rate this movie above a 1/10, as some people miraculously did.<br /><br />The movie attempts to be a parody of many other movies and series, most notably Cast Away, Lost and Jurassic Park. Unfortunately, it fails miserably at any level. The acting does not save the absolutely horrible story, the filming has the quality of a too-often played video tape, the special effects were better executed in Be Kind Rewind (for those who do not now this movie: with aluminum foil)... All this would be funny if the movie managed to be, well, funny. Unfortunately, it is not. It hurts to watch this.<br /><br />And then there is Michael Jacksons appearance in this garbage. He appears on a projection screen to deliver an important message, and manages to come across as mobile as Jabba the Hutt and as serious as a 4-year old. Just when I thought ""who is the terrible person that lured this poor man into participating in this movie and yet again making a total fool of himself"", I (finally) reached the ending credits and discovered that the movie was actually partially shot at Jackson's Neverland ranch. In other words: He. Likes. It.<br /><br />This movie, and Jackson's involvement in it, is truly disturbing. Do not watch it even for the ""haha, a movie in the IMDb Bottom 100"" effect. Or be warned.",0,1,0.6233376
"First off, anyone who thinks this sequel to William Friedkin's ""The French Connection"", is superior is most definitely completely insane or moronic or both. The problem with reviewing this film is that, a.) it's a sequel to a brilliant movie, which always makes watching it objectively difficult, and b.) it's directed by John Frankenhimer, one of the best American directors ever, so I wanted to like it. William Friendkin was the perfect person to direct a film about drug traffic in decaying new York city, because of his documentary-like approach to the action and story, Frankenhimer on the other hand is one of the most stylish directors ever, i.e. ""The Manchurian Candidate"" and ""Seconds"", and with his ""French Connection 2"" it feels like someone trying to be gritty and not having the true understanding to pull it off. That fact that Frankenhimer was chosen to direct the sequel by Gene Hackman himself really tells a lot about Hackman's understanding about the original film too. It's well known Hackman hated Friedkin on the set and vowed to never work with him again, it's also known he envisioned the character to be more one dimensional, loosing weight and trying to play him like a straight character. it shows you Hackman, despite being a great actor, had no idea who to make the movie and the story great. The plot point of Doyle becoming an addict is interesting, but doesn't warrant the rest of the film. An unfortunate low point in Frankenhimer's filmography.",0,1,0.5813079
"TROMEO & JULIET - 10TH ANNIVERSARY EDITION<br /><br />William Shakespeare's play Romeo & Juliet has been interpreted hundreds of times on stage and in films. Sometimes literally following the original text (which is, at times, vague in stage directions), sometimes in new interpretations where directors chose to show their own view on the piece. Some are good, many are mediocre. Lloyd Kaufman's film certainly stands out as one of the most original, modern versions of the bard's creation, It may be placed in a modern-day decaying New York and full of the modern-day anti-social behavior, body piercing, dismemberment and kinky sex (which, for the more than casual reader, Shakespeare himself wasn't shying away from), but at the same time it stays incredibly close to the overall feel and point of what the play is all about, which is quite an effort. Kaufman wrote the script with his co-director on the film James Gunn, who is now famous for writing two successful Scooby Doo movies, doing the impossible by making a perfect remake of an already perfect film with his script for Dawn of the Dead and directing one of the best horror-films of the year: Slither. Lloyd Kaufmans innovative directorial view alongside with James Gunns original and unrestricted writing make for an interpretation of Shakespeare's play that maybe not everyone will ""get"" immediately, but will certainly be recognized by a truly unique and highly important view on a classic play. With a script that is written entirely in iambic meter, appearances of Motorhead's Lemmy and an outrageous forceful soundtrack watching Tromeo & Juliet is something no one will ever forget. Apart from it's historical significance, Tromeo & Juliet is a treasure for film-lovers of all kind. Not only for the script by James Gunn, now a good influence on Hollywood while working from the inside, but also because it features an early part of legendary actress Debbie Rochon. Well known by everyone familiar with films that are made on lower budgets. The 10th anniversary edition on DVD adds to all that by including so many as-yet undiscovered gems that not only all the information one could wish for about the film itself and the experience of making it is presented in ways that make it impossible to turn off the DVD, but also a very honest (and disturbing) look is given into the ways independent cinema has to surviver these days. In many ways the extra's on the disc are an invaluable addition to the already impressive amount given on Kaufman's film-school ""Make Your Own Damn Movie"". Furtermore historical items from the Troma vaults which include James Gunn, Debbie Rochon and all other contributors to this masterpiece are included, and the film itself is, apart from looking better then ever, accompanied by no less than four audio-commentaries, each and everyone informative, excruciatingly funny and all done for serious addition to the film instead of the boring and nonsensical commentaries that are so common these days. There are new commentaries (one with Kaufman and Gunn together), but also the one James Gunn did for the original release of the DVD but couldn't be included there for some of honesty he displays about some other people is present on this disc. With fan-recreations of a few of the scenes from the film, a video diary of Lloyd Kaufman's visit to the set of James Gunn's Slither and a visit the two brought together to Eli Roth's Hostel Birthday party and much more, this is the ultimate set everyone must own. Weather you are a film historian, someone interested in interpretations of the great Bard's work, a fan of great cinema, a fighter for independent cinema, a fan of James Gunn, interested in learning more on making films on a low budget, a fan of Lloyd Kaufman or whatever: this is the most important DVD-release of this millennium!",1,0,0.52926385
"A featherweight plot and dubious characterizations don't make any difference when a movie is as fun to watch as this one is. Lively action and spectacular stunts - for their day - give this movie some real zip. And there's some actual comedy from the ripping chemistry between the two leads. Quinn makes a good villain also, although his role is completely overshadowed.<br /><br />But don't be fooled by Maureen O'Hara's tough broad role, this is as sexist as any Hollywood movie of this era. You might be able to forgive that because of the time in which it was made, but it's still hard to get past. For all the heroism and gruesomely adult off-screen situations, this is still little more than an adolescent good time.",1,0,0.51237875
"It came before ""the ten commandments"" ""land of the Pharaohs"" ""Ben Hur"" and it's overlooked today.How unfair!Based on Mika Waltari's mammoth novel ,it doesn't cheapen it!Waltari's novel was so huge only a miniseries could have done it justice (I hope it will be done some day).Waltari,whose message is essentially Christian remains intact(another of his books ""the secret of the kingdom"" (first part) takes place after Christ's death in the Holy Land).<br /><br />""The Egyptian"" is the rising of a monotheism close to Christianism long before Christ:the Pharaoh(Wilding) is some kind of Messiah who sacrifices his life because he knows that the true kingdom is not in the material world:he asks to return good for evil!And he has disciples ,who will eventually turn into martyrs (the scene when Simmons and the other worshippers of the Sun God are slain is visually stunning,looking like some pagan ballet).For the priests ,on the other hand,this new religion would mean the end of their influence on the populace,and that's why they look for a strong man (Mature)who can lead the army against the Hittites as well as against their dangerous compatriots.Another religion,or non-religion should we say, is Sinouhé's (Purdom)who during two hours believes in nothing (the sequence of the grain of sands is absolutely sensational and rises the whole movie well above the average peplum !!)<br /><br />There's another fascinating side:the movie looks like a flamboyant melodrama.Not only for the screenplay (notably pharoah's sister's (Tierney)final revelation which predates ""the ten commandments"" by two years),but also the splendor of the cinematography:Viviani ,in his book about Curtiz,talks about a Baudelairian atmosphere ,blue and gold,notably in the scenes which involve the prostitute (Darvi)who contemplates her reflection in the water of her bath,supreme narcissism. Around the hero,all the characters appear,disappear,appear again,but when they reappear ,they have followed their way and all the subplots come together with consummate skill.Besides,as such is often the case in ""modern "" melodramas ,the story is a long flashback,framed by two short sequences showing Sinouhé an old man who's remembering.<br /><br />This is a wonderful sword and sandals,that had a strong influence,not only in America but also in Europa,notably in Poland where Jerzy Kawalerowicz directed a spellbinding ""faraon"" (1966) which owed a lot to Curtiz.",1,0,0.52617025
"How anyone can say this is bad is beyond me. I loved this show before I even saw it. For 3 reasons, 1. The Story intrigued me, 2. Jessica Alba and 3. James Cameron! Please ignore the bad comments and Please watch the whole first Season before you decide that it's bad because I know that if you watch the first Season you will LOVE it and go out and Buy Season 1 as well as Season 2 on DVD and then Join the campaign to get Season 3 Made!<br /><br />I Hate Fox and I'm sure a lot of you ""Dark Angel"" fans hate them too. They have a thing for Canning Good Shows! Don't you all agree?",1,0,0.5566884
"I always think it would be nice if you could somehow have a 'sneak preview' at some of the old movies that are re-released on DVD, before you purchase them. That way you could save yourself some time, money and a certain degree of aggro when you feel so utterly let down.<br /><br />""The Buddy Holly Story"" is such a movie.<br /><br />I do not wish to go into the characterizations, or the holes in the plot, or the messing around with historical facts that this movie encompasses, for I had already come to terms with them twenty years ago, when I first began watching it.<br /><br />I had recorded it on the old (Monaural) Beta machine back in the early 1980s, and liked it so much, that it became a regularly-played favourite. The best part, to my mind, was Gary Busey's performance as the young Buddy, and his near-perfect vocals and guitar playing.<br /><br />I looked forward to the day when I could have it in ...STEREO..., and that is where the disappointment comes in.<br /><br />This DVD version is (supposedly) re-mastered in both audio and video, according to the shell information, but I'm afraid it left me sadly let-down and glancing at my watch, wishing for it to end.<br /><br />The sound is murky, bordering on the unintelligible, and so unprofessionally mixed that it had me yearning for the crystal-clarity vocals of my old Beta tape! <br /><br />Despite what you think of the images, or the plot, or the characters, the real draw card here is the MUSIC......and if you can't hear the lead vocals because they are drowned out by the cymbals, or the backing harmonies, or other ambients, then there's not much left, is there? <br /><br />I'm going to convert my old Beta version to (Mono) DVD for subsequent viewings, and put this one where it belongs, out with the rubbish! <br /><br />""Extinction is the Rule, Survival is the Exception...""",0,1,0.50518924
"I was thrilled by the fresh (pun intended) synopsis of this film and looking forward to watch it. The first few shots introduce some of the characters as well as the main location where the stories take place; the gardening allotments. The movie looks fantastic. Colorful yet simple. Magical yet genuine. Unfortunately, it only takes a few minutes to figure out where the movie will go. We quickly figure out this will be a manipulative, sappy tale illustrating a bunch of jaded people set in their ways confronted by ""nice victimized"" refugees and that it will have a happy ending where the jaded people realize the error of their ways and accept these people. <br /><br />The characters, particularly the prejudiced ones, are very ""comic-booky"" in nature. The story focuses mainly on two refugee families. One of them is headed by a single mom played atrociously by Diveen Henry. I am saddened to say that any emotion that might have been felt toward her struggles were defused by what was memorably bad acting.<br /><br />The other story is much more interesting and focuses on a father and his two children. All are scarred by their journey to this country by way of containers, where the wife and mother died but it is the husband who suffers the most. Benedict Wong gives a mind-blowing performance here. At first, his emotions are very subdued but as the story develops, he subtly makes us aware of the inner-struggles of his character. <br /><br />Unfortunately, the rest of the movie is just extremely boring. There were so many possibilities with this movie. There are several characters to keep track of, many of which might have potential but none of it is realized. Even worse, despite this movie being very much not Hollywoodian, some of the main plot threads are solved cheaply in a Hollywood b-grade way. Example:<br /><br />Character A likes character B Character B rejects his advances No problem! Let's have character C declare her love for character A so we can all have a happy ending. Yawn. <br /><br />I liked very much the plot thread of the Asian family. That was well done. Unfortunately, the whole allotment business, the communal aspect of it, the dynamic involving a large cast are all under exploited.<br /><br />What you're left with is a movie that has very little worth.",0,1,0.64022267
"This movie was funny from START to FINISH. Everyone in the cinema was laughing out loud throughout the film!! The best characters were Alex Fisher (Jada Pinkett), Edie Cohen (Debra Messing, the girl from Will and Grace) and Tanya the manicurist (Debi Mazar). They had the best lines, the best attitudes etc. Jada Pinkett playing a lesbian was really funny, she really played it well and was very convincing. The only bad thing about the film was the fact that the other two main characters weren't as funny even though the movie focused around them........ All in all, this is a great movie to go and see with your girls (yes guys, it's a girlie movie through and through!). Enjoy!!!",1,0,0.50506
"But, lets face it... it got a few nostalgic sighs out of me.<br /><br />The show is just so consistently great that it is allowed to have a few hiccups. I get a new season, and just power through them like I have 2-days to live. I like the idea of wrapping it up, but it was much more of an end of season episode which would explain the following:<br /><br />Dr.Cox isn't supposed to be bald for a couple more episodes, only explanation I can think of is they changed the rotation of the episodes or had to re-shoot the beginning.<br /><br />and that my friends, is why the hell cox is bald.<br /><br />Anyways, the show is awesome...bring on the 7th season.",0,1,0.52478987
"People are being too hard on the film. Sometimes we should just sit back and enjoy the story without attempting to ""review"" it.<br /><br />The whole thing comes together when Hackman decides not to pull the trigger but his target still goes down. Then the fun begins as everyone about him also ""go down"".<br /><br />Just think JFK and all the people associated in any way with his assassination, who's lives ended abruptly and in questionable ways and you'll appreciate what is implied in this film.<br /><br />I think it's an excellent interpretation of what may well have occurred. Though the EXACT story line my not have been followed (hindsight here after reading Jim Maars ""Crossfire"") but it's what is implied that is of interest.<br /><br />I'd love to get a copy of it to view it again. In light of what is known today, The Domino Principle is right on.",1,0,0.60329545
